"This file contains political files uploaded by KYW-TV during the years 2014 as of 2014-11-06 16:30:29.302013. This station serves PHILADELPHIA, PA in the PHILADELPHIA market and FCC's partyName--generally the owner-- is CBS BROADCASTING INC.. FCC records give the rfChannel as 26, virtualChannel as 3 and network affiiliate as CBS."
filetype,order_number,print_date,agency_name,advertiser_name,agency_contact,product,flight_date_start,flight_date_end,number_of_spots,gross_amount,file_url,upload_time,callsign,file_size,fcc_id,pdf_location,txt_location,Tagged,Producer,Creator,Encrypted,Author,File size,Optimized,PDF version,Title,Page size,CreationDate,Pages
contract,1041-92134-1,10/07/14,STRATEGIC MEDIA PLACEMENT,MIKE FITZPATRICK FOR CONGRESS,SCOTT FRANKLIN, R HOUSE PA 8,10/08/14,10/31/14,93,102285.00,https://stations.fcc.gov/collect/files/25453/Political%20File/2014/Federal/US%20House/PA%20CD%2D8/MIKE%20FITZPATRICK/KYW%20MIKE%20FITZPATRICK%20R%20HOUSE%2DPA%2DCD%2D8%20ORD92134%20FED%20CONTRACT%20%2814127858095475%29.pdf,2014-10-08 12:30:00,KYW-TV,102.91 Kb,14127858095475,pdfs/14127858095475.pdf,txts/14127858095475.txt,no,Nitro PDF PrimoPDF,PrimoPDF http://www.primopdf.com,no,dhobson,105378 bytes,no,1.3,WWJ SENATE MAJORITY PAC D NA BASEFILE ISSUE PIQ ADDENDUM,612 x 792 pts (letter),Wed Oct  8 12:05:48 2014,5
order,,,,,,,,,,,https://stations.fcc.gov/collect/files/25453/Political%20File/2014/Federal/US%20House/PA%20CD%2D8/MIKE%20FITZPATRICK/KYW%20MIKE%20FITZPATRICK%20R%20HOUSE%2DPA%2DCD%2D8%20ORD92134%20FED%20ORDER%20%2814127858086599%29.pdf,2014-10-08 12:30:00,KYW-TV,51.42 Kb,14127858086599,pdfs/14127858086599.pdf,txts/14127858086599.txt,no,Microsoft Reporting Services PDF Rendering Extension 10.0.0.0,Microsoft Reporting Services 10.0.0.0,no,,52657 bytes,yes,1.3,Order Item Summary Multi,612 x 792 pts (letter),Wed Oct  8 12:05:23 2014,6
other,,,,,,,,,,,https://stations.fcc.gov/collect/files/25453/Political%20File/2014/Federal/US%20Senate/DELAWARE/CHRIS%20COONS/KYW%20CHRIS%20COONS%20D%20SENATE%2DDE%20BASEFILE%20FED%20NAB%20%2814120914403068%29.pdf,2014-09-30 11:37:00,KYW-TV,413.37 Kb,14120914403068,pdfs/14120914403068.pdf,txts/14120914403068.txt,no,,Hewlett Packard MFP,no,,423291 bytes,yes,1.4,,612 x 792 pts (letter),Tue Sep 30 09:44:54 2014,3
other,,,,,,,,,,,https://stations.fcc.gov/collect/files/25453/Political%20File/2014/Federal/US%20Senate/DELAWARE/CHRIS%20COONS/KYW%20CHRIS%20COONS%20D%20SENATE%2DDE%20BASEFILE%20FED%20PIQ%20%2814120914400352%29.pdf,2014-09-30 11:37:00,KYW-TV,138.54 Kb,14120914400352,pdfs/14120914400352.pdf,txts/14120914400352.txt,no,,Hewlett Packard MFP,no,,141865 bytes,yes,1.4,,612 x 792 pts (letter),Tue Sep 30 10:18:28 2014,1
invoice,,,,,,,,,,,https://stations.fcc.gov/collect/files/25453/Political%20File/2014/Federal/US%20Senate/DELAWARE/CHRIS%20COONS/KYW%20CHRIS%20COONS%20D%20SENATE%2DDE%20ORD91984%20FED%20INVOICE%20%2814134814352456%29.pdf,2014-10-16 13:43:00,KYW-TV,74.63 Kb,14134814352456,pdfs/14134814352456.pdf,txts/14134814352456.txt,no,PDFsharp 1.2.1269-g (www.pdfsharp.com),PDFsharp 1.2.1269-g (www.pdfsharp.com),no,,76421 bytes,yes,1.6,,792 x 612 pts (letter),Thu Oct 16 13:41:40 2014,7
order,,,,,,,,,,,https://stations.fcc.gov/collect/files/25453/Political%20File/2014/Federal/US%20Senate/DELAWARE/CHRIS%20COONS/KYW%20CHRIS%20COONS%20D%20SENATE%2DDE%20ORD91984%20FED%20ORDER%20%2814120914397156%29.pdf,2014-09-30 11:37:00,KYW-TV,36.37 Kb,14120914397156,pdfs/14120914397156.pdf,txts/14120914397156.txt,no,Microsoft Reporting Services PDF Rendering Extension 10.0.0.0,Microsoft Reporting Services 10.0.0.0,no,,37245 bytes,yes,1.3,Order Item Summary Multi,612 x 792 pts (letter),Tue Sep 30 09:38:12 2014,3
contract,1041-91984-2,09/29/14,"THE CAMPAIGN GROUP, INC.",COONS FOR SENATE,Lisa Cabanel, D-DE US SENATE,09/30/14,10/06/14,41,32310.00,https://stations.fcc.gov/collect/files/25453/Political%20File/2014/Federal/US%20Senate/DELAWARE/CHRIS%20COONS/KYW%20CHRIS%20COONS%20D%20SENATE%2DDE%20ORD91984%20FED%20TRACT%20%2814120914394932%29.pdf,2014-09-30 11:37:00,KYW-TV,89.56 Kb,14120914394932,pdfs/14120914394932.pdf,txts/14120914394932.txt,no,Nitro PDF PrimoPDF,PrimoPDF http://www.primopdf.com,no,dhobson,91706 bytes,no,1.3,WWJ SENATE MAJORITY PAC D NA BASEFILE ISSUE PIQ ADDENDUM,612 x 792 pts (letter),Tue Sep 30 09:44:17 2014,3
invoice,,,,,,,,,,,https://stations.fcc.gov/collect/files/25453/Political%20File/2014/Federal/US%20Senate/DELAWARE/CHRIS%20COONS/KYW%20CHRIS%20COONS%20D%20SENATE%2DDE%20ORD92117%20FED%20INVOICE%20%2814152007772196%29.pdf,2014-11-05 10:19:00,KYW-TV,65.14 Kb,14152007772196,pdfs/14152007772196.pdf,txts/14152007772196.txt,no,PDFsharp 1.2.1269-g (www.pdfsharp.com),PDFsharp 1.2.1269-g (www.pdfsharp.com),no,,66705 bytes,yes,1.6,,792 x 612 pts (letter),Wed Nov  5 10:09:26 2014,5
order,,,,,,,,,,,https://stations.fcc.gov/collect/files/25453/Political%20File/2014/Federal/US%20Senate/DELAWARE/CHRIS%20COONS/KYW%20CHRIS%20COONS%20D%20SENATE%2DDE%20ORD92117%20FED%20ORDER%20%2814126014314514%29.pdf,2014-10-06 09:17:00,KYW-TV,30.57 Kb,14126014314514,pdfs/14126014314514.pdf,txts/14126014314514.txt,no,Microsoft Reporting Services PDF Rendering Extension 10.0.0.0,Microsoft Reporting Services 10.0.0.0,no,,31307 bytes,yes,1.3,Order Item Summary Multi,612 x 792 pts (letter),Mon Oct  6 08:48:36 2014,2
contract,1041-92117-1,10/03/14,"THE CAMPAIGN GROUP, INC.",COONS FOR SENATE,Lisa Cabanel, D-DE US SENATE,10/07/14,10/13/14,30,26910.00,https://stations.fcc.gov/collect/files/25453/Political%20File/2014/Federal/US%20Senate/DELAWARE/CHRIS%20COONS/KYW%20CHRIS%20COONS%20D%20SENATE%2DDE%20ORD92117%20FED%20TRACT%20%2814126014317088%29.pdf,2014-10-06 09:17:00,KYW-TV,83.69 Kb,14126014317088,pdfs/14126014317088.pdf,txts/14126014317088.txt,no,Nitro PDF PrimoPDF,PrimoPDF http://www.primopdf.com,no,dhobson,85702 bytes,no,1.3,WWJ SENATE MAJORITY PAC D NA BASEFILE ISSUE PIQ ADDENDUM,612 x 792 pts (letter),Mon Oct  6 08:49:05 2014,2
contract,1041-92195-1,10/13/14,"THE CAMPAIGN GROUP, INC.",COONS FOR SENATE,Lisa Cabanel, D-DE US SENATE,10/14/14,10/20/14,66,43380.00,https://stations.fcc.gov/collect/files/25453/Political%20File/2014/Federal/US%20Senate/DELAWARE/CHRIS%20COONS/KYW%20CHRIS%20COONS%20D%20SENATE%2DDE%20ORD92195%20FED%20CONTRACT%20%2814132971878866%29.pdf,2014-10-14 10:33:00,KYW-TV,96.95 Kb,14132971878866,pdfs/14132971878866.pdf,txts/14132971878866.txt,no,Nitro PDF PrimoPDF,PrimoPDF http://www.primopdf.com,no,dhobson,99280 bytes,no,1.3,WWJ SENATE MAJORITY PAC D NA BASEFILE ISSUE PIQ ADDENDUM,612 x 792 pts (letter),Tue Oct 14 08:54:59 2014,4
invoice,,,,,,,,,,,https://stations.fcc.gov/collect/files/25453/Political%20File/2014/Federal/US%20Senate/DELAWARE/CHRIS%20COONS/KYW%20CHRIS%20COONS%20D%20SENATE%2DDE%20ORD92195%20FED%20INVOICE%20%2814152007775608%29.pdf,2014-11-05 10:19:00,KYW-TV,97.02 Kb,14152007775608,pdfs/14152007775608.pdf,txts/14152007775608.txt,no,PDFsharp 1.2.1269-g (www.pdfsharp.com),PDFsharp 1.2.1269-g (www.pdfsharp.com),no,,99347 bytes,yes,1.6,,792 x 612 pts (letter),Wed Nov  5 10:09:06 2014,11
order,,,,,,,,,,,https://stations.fcc.gov/collect/files/25453/Political%20File/2014/Federal/US%20Senate/DELAWARE/CHRIS%20COONS/KYW%20CHRIS%20COONS%20D%20SENATE%2DDE%20ORD92195%20FED%20ORDER%20%2814132971875588%29.pdf,2014-10-14 10:33:00,KYW-TV,45.04 Kb,14132971875588,pdfs/14132971875588.pdf,txts/14132971875588.txt,no,Microsoft Reporting Services PDF Rendering Extension 10.0.0.0,Microsoft Reporting Services 10.0.0.0,no,,46119 bytes,yes,1.3,Order Item Summary Multi,612 x 792 pts (letter),Tue Oct 14 08:54:35 2014,5
contract,1041-92263-1,10/20/14,"THE CAMPAIGN GROUP, INC.",COONS FOR SENATE,Lisa Cabanel, D-DE US SENATE,10/21/14,10/27/14,43,31815.00,https://stations.fcc.gov/collect/files/25453/Political%20File/2014/Federal/US%20Senate/DELAWARE/CHRIS%20COONS/KYW%20CHRIS%20COONS%20D%20SENATE%2DDE%20ORD92263%20FED%20CONTRACT%20%2814139083672450%29.pdf,2014-10-21 12:19:00,KYW-TV,90.15 Kb,14139083672450,pdfs/14139083672450.pdf,txts/14139083672450.txt,no,Nitro PDF PrimoPDF,PrimoPDF http://www.primopdf.com,no,dhobson,92309 bytes,no,1.3,WWJ SENATE MAJORITY PAC D NA BASEFILE ISSUE PIQ ADDENDUM,612 x 792 pts (letter),Tue Oct 21 09:20:41 2014,3
invoice,,,,,,,,,,,https://stations.fcc.gov/collect/files/25453/Political%20File/2014/Federal/US%20Senate/DELAWARE/CHRIS%20COONS/KYW%20CHRIS%20COONS%20D%20SENATE%2DDE%20ORD92263%20FED%20INVOICE1%20%2814152007778945%29.pdf,2014-11-05 10:19:00,KYW-TV,70.97 Kb,14152007778945,pdfs/14152007778945.pdf,txts/14152007778945.txt,no,PDFsharp 1.2.1269-g (www.pdfsharp.com),PDFsharp 1.2.1269-g (www.pdfsharp.com),no,,72674 bytes,yes,1.6,,792 x 612 pts (letter),Wed Nov  5 10:08:18 2014,6
invoice,,,,,,,,,,,https://stations.fcc.gov/collect/files/25453/Political%20File/2014/Federal/US%20Senate/DELAWARE/CHRIS%20COONS/KYW%20CHRIS%20COONS%20D%20SENATE%2DDE%20ORD92263%20FED%20INVOICE2%20%2814152007782589%29.pdf,2014-11-05 10:19:00,KYW-TV,51.69 Kb,14152007782589,pdfs/14152007782589.pdf,txts/14152007782589.txt,no,PDFsharp 1.2.1269-g (www.pdfsharp.com),PDFsharp 1.2.1269-g (www.pdfsharp.com),no,,52926 bytes,yes,1.6,,792 x 612 pts (letter),Wed Nov  5 10:08:46 2014,3
order,,,,,,,,,,,https://stations.fcc.gov/collect/files/25453/Political%20File/2014/Federal/US%20Senate/DELAWARE/CHRIS%20COONS/KYW%20CHRIS%20COONS%20D%20SENATE%2DDE%20ORD92263%20FED%20ORDER%20%2814139083669692%29.pdf,2014-10-21 12:19:00,KYW-TV,35.92 Kb,14139083669692,pdfs/14139083669692.pdf,txts/14139083669692.txt,no,Microsoft Reporting Services PDF Rendering Extension 10.0.0.0,Microsoft Reporting Services 10.0.0.0,no,,36778 bytes,yes,1.3,Order Item Summary Multi,612 x 792 pts (letter),Tue Oct 21 09:19:52 2014,3
contract,1041-92350-1,10/23/14,"THE CAMPAIGN GROUP, INC.",COONS FOR SENATE,Lisa Cabanel, D-DE US SENATE,10/28/14,11/03/14,36,47880.00,https://stations.fcc.gov/collect/files/25453/Political%20File/2014/Federal/US%20Senate/DELAWARE/CHRIS%20COONS/KYW%20CHRIS%20COONS%20D%20SENATE%2DDE%20ORD92350%20FED%20CONTRACT%20%2814140823877928%29.pdf,2014-10-23 12:39:00,KYW-TV,86.00 Kb,14140823877928,pdfs/14140823877928.pdf,txts/14140823877928.txt,no,Nitro PDF PrimoPDF,PrimoPDF http://www.primopdf.com,no,dhobson,88068 bytes,no,1.3,WWJ SENATE MAJORITY PAC D NA BASEFILE ISSUE PIQ ADDENDUM,612 x 792 pts (letter),Thu Oct 23 12:37:36 2014,2
order,,,,,,,,,,,https://stations.fcc.gov/collect/files/25453/Political%20File/2014/Federal/US%20Senate/DELAWARE/CHRIS%20COONS/KYW%20CHRIS%20COONS%20D%20SENATE%2DDE%20ORD92350%20FED%20ORDER%20%2814140823874892%29.pdf,2014-10-23 12:39:00,KYW-TV,34.43 Kb,14140823874892,pdfs/14140823874892.pdf,txts/14140823874892.txt,no,Microsoft Reporting Services PDF Rendering Extension 10.0.0.0,Microsoft Reporting Services 10.0.0.0,no,,35259 bytes,yes,1.3,Order Item Summary Multi,612 x 792 pts (letter),Thu Oct 23 12:37:09 2014,3
other,,,,,,,,,,,https://stations.fcc.gov/collect/files/25453/Political%20File/2014/Local/BURLINGTON%20COUNTY%20FREEHOLDER/BRUCE%20GARGANIO%2DANN%20OBRIEN/KYW%20MARY%20ANN%20OBRIEN%2DBRUCE%20GARGANIO%20R%20FREEHOLDER%2DBURLINGTON%20COUNTY%20BASEFILE%20LOCAL%20DISCONFIRM%20%2814144290306904%29.pdf,2014-10-27 12:57:00,KYW-TV,49.12 Kb,14144290306904,pdfs/14144290306904.pdf,txts/14144290306904.txt,no,,Hewlett Packard MFP,no,,50299 bytes,yes,1.4,,612 x 792 pts (letter),Mon Oct 27 09:40:10 2014,1
other,,,,,,,,,,,https://stations.fcc.gov/collect/files/25453/Political%20File/2014/Local/BURLINGTON%20COUNTY%20FREEHOLDER/BRUCE%20GARGANIO%2DANN%20OBRIEN/KYW%20MARY%20ANN%20OBRIEN%2DBRUCE%20GARGANIO%20R%20FREEHOLDER%2DBURLINGTON%20COUNTY%20BASEFILE%20LOCAL%20NAB%20%2814144290414314%29.pdf,2014-10-27 12:57:00,KYW-TV,270.72 Kb,14144290414314,pdfs/14144290414314.pdf,txts/14144290414314.txt,no,,Hewlett Packard MFP,no,,277222 bytes,yes,1.4,,612 x 792 pts (letter),Mon Oct 27 09:37:52 2014,2
other,,,,,,,,,,,https://stations.fcc.gov/collect/files/25453/Political%20File/2014/Local/BURLINGTON%20COUNTY%20FREEHOLDER/BRUCE%20GARGANIO%2DANN%20OBRIEN/KYW%20MARY%20ANN%20OBRIEN%2DBRUCE%20GARGANIO%20R%20FREEHOLDER%2DBURLINGTON%20COUNTY%20BASEFILE%20LOCAL%20PIQ%20%2814144290351982%29.pdf,2014-10-27 12:57:00,KYW-TV,145.11 Kb,14144290351982,pdfs/14144290351982.pdf,txts/14144290351982.txt,no,,Hewlett Packard MFP,no,,148588 bytes,yes,1.4,,612 x 792 pts (letter),Mon Oct 27 09:39:45 2014,1
contract,1041-92357-3,10/24/14,"CHRIS MOTTLOA INC.,",ELECTION FUND GARGANIO AND O'BRIEN, , R-NJ COUNTY,10/26/14,11/03/14,22,23580.00,https://stations.fcc.gov/collect/files/25453/Political%20File/2014/Local/BURLINGTON%20COUNTY%20FREEHOLDER/BRUCE%20GARGANIO%2DANN%20OBRIEN/KYW%20MARY%20ANN%20OBRIEN%2DBRUCE%20GARGANIO%20R%20FREEHOLDER%2DBURLINGTON%20COUNTY%20ORD92357%20LOCAL%20CONTRACT%20%2814144290355111%29.pdf,2014-10-27 12:57:00,KYW-TV,82.38 Kb,14144290355111,pdfs/14144290355111.pdf,txts/14144290355111.txt,no,Nitro PDF PrimoPDF,PrimoPDF http://www.primopdf.com,no,dhobson,84352 bytes,no,1.3,WWJ SENATE MAJORITY PAC D NA BASEFILE ISSUE PIQ ADDENDUM,612 x 792 pts (letter),Mon Oct 27 10:05:04 2014,2
order,,,,,,,,,,,https://stations.fcc.gov/collect/files/25453/Political%20File/2014/Local/BURLINGTON%20COUNTY%20FREEHOLDER/BRUCE%20GARGANIO%2DANN%20OBRIEN/KYW%20MARY%20ANN%20OBRIEN%2DBRUCE%20GARGANIO%20R%20FREEHOLDER%2DBURLINGTON%20COUNTY%20ORD92357%20LOCAL%20ORDER%20%2814144290419775%29.pdf,2014-10-27 12:57:00,KYW-TV,32.35 Kb,14144290419775,pdfs/14144290419775.pdf,txts/14144290419775.txt,no,Microsoft Reporting Services PDF Rendering Extension 10.0.0.0,Microsoft Reporting Services 10.0.0.0,no,,33131 bytes,yes,1.3,Order Item Summary Multi,612 x 792 pts (letter),Mon Oct 27 10:04:17 2014,3
other,,,,,,,,,,,https://stations.fcc.gov/collect/files/25453/Political%20File/2014/Non%2DCandidate%20Issue%20Ads/AMERICAN%20ACTION%20NETWORK/KYW%20AMERICAN%20ACTION%20NETWORK%20X%20ISSUE%20BASEFILE%20FEDNATL%20NAB%20%2814128631669724%29.pdf,2014-10-09 09:59:00,KYW-TV,707.86 Kb,14128631669724,pdfs/14128631669724.pdf,txts/14128631669724.txt,no,,Hewlett Packard MFP,no,,724853 bytes,yes,1.4,,612 x 792 pts (letter),Thu Oct  9 09:53:51 2014,4
contract,1041-92145-1,10/08/14,AMERICAN MEDIA & ADVOCACY,AMERICAN ACTION NETWORK, , RE: R HOUSE NJ 3 #5752,10/28/14,11/03/14,119,282800.00,https://stations.fcc.gov/collect/files/25453/Political%20File/2014/Non%2DCandidate%20Issue%20Ads/AMERICAN%20ACTION%20NETWORK/KYW%20AMERICAN%20ACTION%20NETWORK%20X%20ISSUE%20ORD92145%20FEDNATL%20CONTRACT%20%2814128631667158%29.pdf,2014-10-09 09:59:00,KYW-TV,104.52 Kb,14128631667158,pdfs/14128631667158.pdf,txts/14128631667158.txt,no,Nitro PDF PrimoPDF,PrimoPDF http://www.primopdf.com,no,dhobson,107031 bytes,no,1.3,WWJ SENATE MAJORITY PAC D NA BASEFILE ISSUE PIQ ADDENDUM,612 x 792 pts (letter),Thu Oct  9 09:28:16 2014,5
order,,,,,,,,,,,https://stations.fcc.gov/collect/files/25453/Political%20File/2014/Non%2DCandidate%20Issue%20Ads/AMERICAN%20ACTION%20NETWORK/KYW%20AMERICAN%20ACTION%20NETWORK%20X%20ISSUE%20ORD92145%20FEDNATL%20ORDER%20%2814128631655052%29.pdf,2014-10-09 09:59:00,KYW-TV,59.52 Kb,14128631655052,pdfs/14128631655052.pdf,txts/14128631655052.txt,no,Microsoft Reporting Services PDF Rendering Extension 10.0.0.0,Microsoft Reporting Services 10.0.0.0,no,,60944 bytes,yes,1.3,Order Item Summary Multi,612 x 792 pts (letter),Thu Oct  9 09:25:14 2014,7
other,,,,,,,,,,,https://stations.fcc.gov/collect/files/25453/Political%20File/2014/Non%2DCandidate%20Issue%20Ads/AMERICAN%20PETROLEUM%20INSTITUTE/KYW%20AMERICAN%20PETROLEUM%20INSTITUTE%20R%20ISSUE%20BASEFILE%20FEDNATL%20NAB%20%2814012946618486%29.pdf,2014-05-28 12:31:00,KYW-TV,465.74 Kb,14012946618486,pdfs/14012946618486.pdf,txts/14012946618486.txt,no,Adobe Acrobat 10.0 Image Conversion Plug-in,Adobe Acrobat 10.0,no,,476919 bytes,yes,1.6,,610.56 x 788.4 pts,Wed May 21 15:00:45 2014,5
other,,,,,,,,,,,https://stations.fcc.gov/collect/files/25453/Political%20File/2014/Non%2DCandidate%20Issue%20Ads/AMERICAN%20PETROLEUM%20INSTITUTE/KYW%20AMERICAN%20PETROLEUM%20INSTITUTE%20R%20ISSUE%20BASEFILE%20FEDNATL%20PIQ%20%2814007010309465%29.pdf,2014-05-21 15:34:00,KYW-TV,137.57 Kb,14007010309465,pdfs/14007010309465.pdf,txts/14007010309465.txt,yes,Microsoft® Word 2010,Microsoft® Word 2010,no,"Pflieger, Zakary",140876 bytes,no,1.5,,612 x 792 pts (letter),Wed May 21 15:33:26 2014,1
other,,,,,,,,,,,https://stations.fcc.gov/collect/files/25453/Political%20File/2014/Non%2DCandidate%20Issue%20Ads/AMERICAN%20PETROLEUM%20INSTITUTE/KYW%20AMERICAN%20PETROLEUM%20INSTITUTE%20R%20ISSUE%20BASEFILE%20FEDNATL%20PIQ2%20%2814050091210951%29.pdf,2014-07-10 12:18:00,KYW-TV,90.13 Kb,14050091210951,pdfs/14050091210951.pdf,txts/14050091210951.txt,no,Nitro PDF PrimoPDF,PrimoPDF http://www.primopdf.com,no,dhobson,92289 bytes,no,1.3,WWJ SENATE MAJORITY PAC D NA BASEFILE ISSUE PIQ ADDENDUM,612 x 792 pts (letter),Thu Jul 10 12:18:16 2014,1
invoice,,,,,,,,,,,https://stations.fcc.gov/collect/files/25453/Political%20File/2014/Non%2DCandidate%20Issue%20Ads/AMERICAN%20PETROLEUM%20INSTITUTE/KYW%20AMERICAN%20PETROLEUM%20INSTITUTE%20R%20ISSUE%20ORD89941%20FEDNATL%20INVOICE%20%2814007027111494%29.pdf,2014-05-21 16:05:00,KYW-TV,72.59 Kb,14007027111494,pdfs/14007027111494.pdf,txts/14007027111494.txt,no,PDFsharp 1.2.1269-g (www.pdfsharp.com),PDFsharp 1.2.1269-g (www.pdfsharp.com),no,,74336 bytes,yes,1.6,,792 x 612 pts (letter),Wed May 21 16:04:54 2014,6
order,,,,,,,,,,,https://stations.fcc.gov/collect/files/25453/Political%20File/2014/Non%2DCandidate%20Issue%20Ads/AMERICAN%20PETROLEUM%20INSTITUTE/KYW%20AMERICAN%20PETROLEUM%20INSTITUTE%20R%20ISSUE%20ORD89941%20FEDNATL%20ORDER%20%2814007027114038%29.pdf,2014-05-21 16:05:00,KYW-TV,36.47 Kb,14007027114038,pdfs/14007027114038.pdf,txts/14007027114038.txt,no,Microsoft Reporting Services PDF Rendering Extension 10.0.0.0,Microsoft Reporting Services 10.0.0.0,no,,37345 bytes,yes,1.3,Order Item Summary Multi,612 x 792 pts (letter),Wed May 21 16:04:39 2014,3
contract,1041-89941-1,05/07/14,STRATEGIC MEDIA SERVICES,AMERICAN PETROLEUM INSTITUTE, , EST 3299 KXL,05/08/14,05/13/14,42,44100.00,https://stations.fcc.gov/collect/files/25453/Political%20File/2014/Non%2DCandidate%20Issue%20Ads/AMERICAN%20PETROLEUM%20INSTITUTE/KYW%20AMERICAN%20PETROLEUM%20INSTITUTE%20R%20ISSUE%20ORD89941%20FEDNATL%20TRACT%20%2814007027117723%29.pdf,2014-05-21 16:05:00,KYW-TV,84.31 Kb,14007027117723,pdfs/14007027117723.pdf,txts/14007027117723.txt,no,Nitro PDF PrimoPDF,PrimoPDF http://www.primopdf.com,no,zrpflieger,86330 bytes,no,1.3,(\(KYW-TV \)TVContractPrint_719c6667-92c6-4229-bbce-8a1c2bfa38bd.pdf),612 x 792 pts (letter),Wed May 21 16:04:28 2014,2
invoice,,,,,,,,,,,https://stations.fcc.gov/collect/files/25453/Political%20File/2014/Non%2DCandidate%20Issue%20Ads/AMERICAN%20PETROLEUM%20INSTITUTE/KYW%20AMERICAN%20PETROLEUM%20INSTITUTE%20X%20ISSUE%20ORD89890%20FEDNATL%20INVOICE%20%2814005432133311%29.pdf,2014-05-19 19:46:00,KYW-TV,59.86 Kb,14005432133311,pdfs/14005432133311.pdf,txts/14005432133311.txt,no,PDFsharp 1.2.1269-g (www.pdfsharp.com),PDFsharp 1.2.1269-g (www.pdfsharp.com),no,,61299 bytes,yes,1.6,,792 x 612 pts (letter),Sat May 17 22:33:48 2014,4
order,,,,,,,,,,,https://stations.fcc.gov/collect/files/25453/Political%20File/2014/Non%2DCandidate%20Issue%20Ads/AMERICAN%20PETROLEUM%20INSTITUTE/KYW%20AMERICAN%20PETROLEUM%20INSTITUTE%20X%20ISSUE%20ORD89890%20FEDNATL%20ORDER%20%2814005432127004%29.pdf,2014-05-19 19:46:00,KYW-TV,31.05 Kb,14005432127004,pdfs/14005432127004.pdf,txts/14005432127004.txt,no,Microsoft Reporting Services PDF Rendering Extension 10.0.0.0,Microsoft Reporting Services 10.0.0.0,no,,31792 bytes,yes,1.3,Order Item Summary Multi,612 x 792 pts (letter),Sat May 17 22:34:15 2014,2
contract,1041-89890-2,05/02/14,STRATEGIC MEDIA SERVICES,AMERICAN PETROLEUM INSTITUTE,Neil Williams, 3299,05/03/14,05/07/14,34,35500.00,https://stations.fcc.gov/collect/files/25453/Political%20File/2014/Non%2DCandidate%20Issue%20Ads/AMERICAN%20PETROLEUM%20INSTITUTE/KYW%20AMERICAN%20PETROLEUM%20INSTITUTE%20X%20ISSUE%20ORD89890%20FEDNATL%20TRACT%20%2814005432129498%29.pdf,2014-05-19 19:46:00,KYW-TV,83.19 Kb,14005432129498,pdfs/14005432129498.pdf,txts/14005432129498.txt,no,Nitro PDF PrimoPDF,PrimoPDF http://www.primopdf.com,no,zrpflieger,85183 bytes,no,1.3,(\(KYW-TV \)TVContractPrint_c048244d-151a-4de6-b8c8-2105db32f9ac.pdf),612 x 792 pts (letter),Sat May 17 22:34:31 2014,2
other,,,,,,,,,,,https://stations.fcc.gov/collect/files/25453/Political%20File/2014/Non%2DCandidate%20Issue%20Ads/AMERICANS%20FOR%20RESPONSIBLE%20DECISIONS/KYW%20AMERICANS%20FOR%20RESPONSIBLE%20SOLUTIONS%20R%20ISSUE%20BASEFILE%20FEDNATL%20NAB%20%2814111409932094%29.pdf,2014-09-19 11:36:00,KYW-TV,408.65 Kb,14111409932094,pdfs/14111409932094.pdf,txts/14111409932094.txt,no,,Hewlett Packard MFP,no,,418457 bytes,yes,1.4,,612 x 792 pts (letter),Fri Sep 19 11:30:51 2014,3
other,,,,,,,,,,,https://stations.fcc.gov/collect/files/25453/Political%20File/2014/Non%2DCandidate%20Issue%20Ads/AMERICANS%20FOR%20RESPONSIBLE%20DECISIONS/KYW%20AMERICANS%20FOR%20RESPONSIBLE%20SOLUTIONS%20R%20ISSUE%20BASEFILE%20FEDNATL%20PIQ%20%2814111409925125%29.pdf,2014-09-19 11:36:00,KYW-TV,202.89 Kb,14111409925125,pdfs/14111409925125.pdf,txts/14111409925125.txt,no,,Hewlett Packard MFP,no,,207756 bytes,yes,1.4,,612 x 792 pts (letter),Fri Sep 19 11:31:58 2014,1
invoice,,,,,,,,,,,https://stations.fcc.gov/collect/files/25453/Political%20File/2014/Non%2DCandidate%20Issue%20Ads/AMERICANS%20FOR%20RESPONSIBLE%20DECISIONS/KYW%20AMERICANS%20FOR%20RESPONSIBLE%20SOLUTIONS%20R%20ISSUE%20ORD91761%20FEDNATL%20INVOICE1%20%2814135583335650%29.pdf,2014-10-17 11:05:00,KYW-TV,45.26 Kb,14135583335650,pdfs/14135583335650.pdf,txts/14135583335650.txt,no,PDFsharp 1.2.1269-g (www.pdfsharp.com),PDFsharp 1.2.1269-g (www.pdfsharp.com),no,,46346 bytes,yes,1.6,,792 x 612 pts (letter),Fri Oct 17 11:03:09 2014,2
invoice,,,,,,,,,,,https://stations.fcc.gov/collect/files/25453/Political%20File/2014/Non%2DCandidate%20Issue%20Ads/AMERICANS%20FOR%20RESPONSIBLE%20DECISIONS/KYW%20AMERICANS%20FOR%20RESPONSIBLE%20SOLUTIONS%20R%20ISSUE%20ORD91761%20FEDNATL%20INVOICE2%20%2814135583337587%29.pdf,2014-10-17 11:05:00,KYW-TV,41.32 Kb,14135583337587,pdfs/14135583337587.pdf,txts/14135583337587.txt,no,PDFsharp 1.2.1269-g (www.pdfsharp.com),PDFsharp 1.2.1269-g (www.pdfsharp.com),no,,42316 bytes,yes,1.6,,792 x 612 pts (letter),Fri Oct 17 11:03:43 2014,1
